author,comment,likes,published_at,reply_count
@whoisziqq5021,"isa lepasni buat video mcam ni dekat ""barisan hadapan"" kita.",0,2020-05-25 14:16,0
@mohduzirbinmohamad5683,Terbaik,0,2020-05-25 14:15,0
@muhdazrinmohdshukri3792,Terbaek arh 👍👍,0,2020-05-25 14:14,0
@acikviva7233,"Bro sarawak paling win. "" Takpe. Saya pun pernah rasa susah "".  

Terbaik kau tokkk 💕

Aku pun ada kawan sarawak.. muka dia ganas.. tapi hati dia sangat baik.",0,2020-05-25 14:14,0
@themj6541,Padu mattttttt kuuu bila aku nk jd mcm hgg support aku smaa🙏🙏🙏,0,2020-05-25 14:14,0
@azhad8199,Lebih baik abg isa bagi saya hadiah sempena birthday sayaa👉🏼👈🏼🥺🥺🥺,0,2020-05-25 14:13,0
@muhammadsyafiq1544,Abg isa buat la gold digger prank,0,2020-05-25 14:13,0
@muhammadikhwanhakimimuhamm4300,You are my idola Isa isarb,0,2020-05-25 14:12,0
@nasibperantau4743,Bro tak real model baju lawa sangat mesti org tak bagi,0,2020-05-25 13:51,0
@otailama6694,Terbaik lah ni Isa.  Terharu rasa tengok video macam ni. Ada nilai kemanusian walaupun agak extreme.  Thorbaikk gaisss!!!!,0,2020-05-25 13:50,0
@shahkasanova365jr,"Orang Malaysia baik? Ko lg baik bro,stiap ape yg ko wat aku respek n aku doakn ko sntsa d murahkn rezeki,aamiin..",0,2020-05-25 13:22,0
@hazwanabid0112,isa meh aku tolong aku nak duit se x raya aku se,0,2020-05-25 13:28,0
@fhgaming8874,Nice video,0,2020-05-25 13:35,0
@muhdaqram6679,Habis macam tu je erk,0,2020-05-25 13:34,0
@nikaqlan4712,Alhamdulillah😍😍,0,2020-05-25 13:34,0
@perjuangjalanan4184,seronok jadi orang senang boss...,0,2020-05-25 13:33,0
@PerdanaMenteriMalaysia,Konten kau xmendidik langsung.  Konten kaun makin lama makin kelaut.  Jgan kau ikut indonesial la bodoh...pamer kekayaan yg kau  ada dlm video..kau tak ada konten lain ke yg. Jauh lebih mendidik...follower kau tu mungkin banyak budak2 yg dibawah umur. Beri la contoh yg baik2...setiap kali aku tgok video kau  mesti ada soal kau tayang duit kau bnyak2 tp kau ingat kau bijak kau nk tnjuk duit kau dlm kaedah berbeza knonnya nk elak kenekecam..orang xbodohla...kau ni aku mule2 suke tgok konten kau tp lama2 jd boring..stiap kali upload je mesti $$$$$$$$ ...jdi la yg lebih  kreatif sikit...adoi....jgn la buang masa org2 untuk tgok kau tayang duit smua. ..celen konon....kau ubah la ye..ni bukan nk kondem kau...ni tguran untuk kau buat lebih baik..,0,2020-05-25 13:32,0
@Kamashaz,Kalau nak rare guna orang yang tak famaous pakai baju biasa . Isaisarb ni dah naik so probably ramai dah kenal so maybe dorang tahu buat video,0,2020-05-25 13:31,0
@vulturetribe6866,jangan salam seller tu.. lupa ke,0,2020-05-25 13:31,0
@akaumaaa7408,Yg terbaik org sarawak mmng betul2 👍👍👍 respect org ya. Org Sarawak nang antap.🤝🤝🤝,0,2020-05-25 13:30,0
@motorradmt07,gosok moto tu barai,0,2020-05-25 13:30,0
@mohdhafizzamri6185,Terbaik isa.murah rezki awk n the geng selalu.💪👌,0,2020-05-25 13:30,0
@restuibu5958,"Ya Allah Rm 10 jer banyak orang Xbagi Terai buat konten kat kontrektor kat kongsi""bro",0,2020-05-25 13:30,0
@kudahitam3207,"Mmg tk puas la tngok vdeo isa isarb nie,, terbaik sngt2",0,2020-05-25 13:30,0
@ibamoses265,Terbaik saya pun orang sarawak,0,2020-05-25 13:29,0
@halifahkhalil859,"Bang isa, buatla giveaway ps4",0,2020-05-25 13:28,0
@irsyadhamdi4951,Perghh gilak ini orang 3 jam 190k viewers,0,2020-05-25 13:28,0
@mohdasri2644,Baik bang,0,2020-05-25 13:36,0
@muhamadaqil3146,Isa DH xle turun buat prank.ramai dah kenalll🤣🤣🤣,0,2020-05-25 13:27,0
@shahrulasraf9412,isa aku nak join clan kau isa semua product3 kau aku suport isa aku fan tegar kau ah isa 😭😭😭😭,0,2020-05-25 13:26,0
@Amirul.Nazierah,Selamat Hari Raya guys . Bantu subscribe channel saya . Baru nak hidup,0,2020-05-25 13:26,0
@Wardi7678,"Tahniah utk aktiviti mcmni
Berkat duit youtube
Mmbantu golongan susah",0,2020-05-25 13:25,0
@mamaizz5584,Tahniah dik..muda2 lagi dah dapat beli rumah..dan tahniah jugak sebab suka bersedekah..,0,2020-05-25 13:25,0
@muhdyusuf6407,mcm mne nk gna octafx ni da download tp xtau gna😅 ad spe² bleh ajar x?,0,2020-05-25 13:25,0
@didihim,Bg aku shah x boleh blah x boleh msk dgn isarb clan yg lain² tu mgkin sb baru lg kot,0,2020-05-25 13:25,0
@paannnnnnnnnnnnnnnnnnnnnnnn,terbaik!!!,0,2020-05-25 13:24,0
@syedmuhammadhaziqfikri4185,ORANG SARAWAK TOLONG LIKE JAP !!!,0,2020-05-25 13:23,0
@azharabdullah6697,Isa jgn lupa pakai mask,0,2020-05-25 13:23,0
@marcopolo-qi6rb,Nape tak jumpa saya ...,0,2020-05-25 13:23,0
@azharabdullah6697,Terbaik benda2 mcm ni la Aku nk tgk 👍👍👍👍,0,2020-05-25 13:22,0
@luqmanhakim7122,Selamat hari raya... Nk duit raya isab... Hihihi(x malunya mintk duit raya),0,2020-05-25 13:22,0
@abemat4136,Isa buat macam tu dekat saya boleh😱😅😅,0,2020-05-25 13:22,0
@souppy4,irarb tak best la ada shah,0,2020-05-25 13:35,0
@arfhkrzl,Content semua yang terbaik,0,2020-05-25 13:37,0
@sansgaming4515,Hahah ni nak buat prank pakai smart smart hahah nie yg org ase tak nak bagi sangat aduii la,0,2020-05-25 13:50,0
@l2lim68,from indonesia,0,2020-05-25 13:44,0
@wanizzat2005,Terharu bro aku tengok video kau,0,2020-05-25 13:49,0
@sugaa1485,Cam sakai je syah,0,2020-05-25 13:49,0
@mohdfirdausmazlan6618,Isa cuba pergi beli barang2 kedai bmf pula lepas ni,0,2020-05-25 13:48,0
@aimanazim9097,assalamualaikum semua.. jika sudi singgah ke channel saya ye.. da video reaction guys,0,2020-05-25 13:48,0
@mohamadhafizapis3079,"Terbaik bro, semua  murah rezeki",0,2020-05-25 13:48,0
@shahrilizwan8535,Baik la bro,0,2020-05-25 13:47,0
@aimanazim9097,terbaik ahh isa,0,2020-05-25 13:47,0
@vulturetribe6866,mamat lori tu pandai sangat boleh teka siapa warganegara. n siapa bukan tengok. muka je.. kebodohan apa ni.. ingat Melayu cina India je ke warganegara....,0,2020-05-25 13:47,0
@farhaniapandi4068,Semoga chanel isa isarb terus maju ke depan...saya suka tngok isa isarb buat experiment macam nii,0,2020-05-25 13:47,0
@lycheemie._,Siapa sabah like sikit😂,0,2020-05-25 13:47,0
@ycefkifh5490,Wow,0,2020-05-25 13:47,0
@fyzatil420,dkat isa ckap syg dkat cina tu aq trsengih ii je...geram plk aq tgok isa🤣🤣,0,2020-05-25 13:46,0
@danishkayden8920,Its all about money,0,2020-05-25 13:45,0
@muhdnazlyzam5725,Memang best video isa isarb,0,2020-05-25 13:45,0
@l2lim68,semoga satu hari i boleh jumpa dngan bang isarb 🥰🥰🥰🥰🥰,0,2020-05-25 13:44,0
@anasaswari6977,Muka last skali memang awesome,0,2020-05-25 13:37,0
@shahriizhan7165,i dont like isarb shah lah...mcm tak best je dia ni,0,2020-05-25 13:44,0
@khalilcasterkhalilcaster528,Terbaik bro... Teruskan perjuangan bro... Semoga rezeki ko melimpah ruah.. aminn..,0,2020-05-25 13:42,0
@joemontana28,Gila ar aku mati... utk dptkan 1k untukanak bini dia senang² buang 5k untuk ekperimen,0,2020-05-25 13:41,0
@ajimlah9913,"Aaa tk puas tengok vid isa rasa mcm kejap je dah abis, kau mmng the best lahh, aku tk pernah skip ads ur vid hehe.",0,2020-05-25 13:40,0
@azharabdullah6697,Yg drebar lori tu apa kena mengena dengan hansome x kerja,0,2020-05-25 13:40,0
@solehadam4400,Isa buat la vdio gen kau sape baca quran pling lancar,0,2020-05-25 13:39,0
@janpeduljpx8652,Aku klu dpt join game isa isarb..aku akan jd pelakon yg btul2 dlm game isa isarb...yg penting aku blh cari pengalaman utk maju seperti isa isarb,0,2020-05-25 13:39,0
@NajibZaini,Respect bro mycar,0,2020-05-25 13:39,0
@Legacyangler,Terbaek broo. .,0,2020-05-25 13:39,0
@rohmanhafiz374,Baik abang derma dekat sya duit tu,0,2020-05-25 13:38,0
@solehadam4400,Isa meme hebat buat vdio,0,2020-05-25 13:38,0
@jumatlimuslie7869,"wei ni kat kelana jaya . brother baju biru tu . kenal sangat dari aw beljar smpai keje dia mmg ade . kesian dia.xde sapa ,tingal pon kat surau",0,2020-05-25 13:38,0
@phewphew1720,kat kelana jaya ni😂😂,0,2020-05-25 13:38,0
@KusanagiHoshi,Mantool,0,2020-05-25 13:37,0
@mietv2868,11:18 siap gantung vape bulan puasa hahaha. husnuzon dia amik bau syahdu agaknya,0,2020-05-27 02:54,0
@muhammadmustaqimizran2282,Terbaik hah,0,2020-05-28 04:57,0
@ayienchannel467,Isa mana boleh salam...huhhhh,0,2020-05-27 03:14,0
@mohdrazimanazman5587,Semoga kau kaya dunia akhirat,0,2020-07-12 17:11,0
@gothicanellemo,supposely korg pakai pakaian yg lama sikit...jgn well dressed kemas2...,0,2020-07-12 07:16,0
@acikkaugamingunity5696,"Asalamualaikum smua..mntk maaf kpd SEMUA TERUTAMA OWNER CHANNEL  SY dengan rendah hati ingin meminta bantuan dari tuan2 dan puan.. sy tiada pilihan dan terpaksa utk meminta bantuan dan sumbangan dari tuan2 dan puan2 ..sy skrng tgal beseorangn serta tiada ahli keluarga atau saudara-mara ibubapa sy sudah mninggal..dan sy tiada tmpat bgantung harap...serta bru selesai menjalani pembedahan  dibagian belakang  kepala akibat  hntakan sbb jatuh dalam bilik air...doktor tak menggalakan sy bnyk bergerak lg buat smentara  waktu..kerana masih dlm proses pemulihan..sy lnsung tiada punca pndapatan.. sy amat2 berharap ad yg sudi menghulurkan bantuan.. brapa nilainya sy tidak kisah sama skali dan amat2 menghargainya.. trima kasih yg tramat sgt pada yg sudi mmbantu
*MAYBANK*
*157081391388*
*wsap-01137997518*
*""MUHAMAD ERMAN BIN AZIZ""*
TRIMA KASIH YG TIDAK TERHINGGA DAN SMOGA DILIPATK GAANdaKAN REZEKI ANDA... 
*ASALAMUALAIKUM*",0,2020-07-12 08:59,0
@mohdizzuddinbinnazri5455,Rakyat Malaysia memang terbaik,0,2020-07-12 10:07,0
@redzuanpauzi,Saya ada buat video toturial buang sampah dengan betul jgn lupa tengok,0,2020-07-12 12:51,0
@amirneeds2sleep,Shame on those who cannot even give 3 ringgit.,0,2020-07-12 14:55,0
@ceithlynbellemichielsen6233,Hi,0,2020-07-12 16:29,0
@ismacowboys8993,Mr beast malaysia,0,2020-07-12 21:19,0
@anisahanuar2688,👍👍,0,2020-07-12 01:55,0
@syuibshabri243,Kaya guys,0,2020-07-13 01:58,0
@MrJutawankaya,Great,0,2020-07-13 05:59,0
@familybundafarahchannel9243,Sebak tgk video ni.. Bila org bagi sedekah dapat duit lagi.. Diorg mcm tak percaya.. Allah balas rezeki 10x ganda.. As Allah promised,0,2020-07-13 07:19,0
@KIRA313-A,"U SUBS SAYA, SAYA SUBS U
SAYA CEPAT..SUPPORT!! 
LIKE COMMENT NI, BARU SAYA TAU!!",0,2020-07-13 10:44,0
@abdrashidhamat1084,"Kenakan pakaian dan bahasa yg sesuai, minta pertolongan daripada org yg agak susah juga, baru pemberian kita yg berganda itu sangat berharga, teruja dan bershukur",0,2020-07-13 10:58,0
@fajar4886,Octafx umur berapa je boleh?,0,2020-07-13 11:11,0
@Selawatlah_SAW,"Isa blh turun sek, kolej buat lagi. ramai yg mmrlukan. tq Isa..",0,2020-07-12 06:29,0
@nurulshahidanoordin32,Done subscribe... Hope dpt mmbntu lbh ramai lagi...,0,2020-07-12 01:14,0
@tuanzarowi1960,😭😭😭,0,2020-07-13 13:44,0
@nurulamiera5321,Terbaiklah,0,2020-07-10 21:23,0
@najibrahman165,Terbaikk bro,0,2020-07-10 09:49,0
@livevolleyball8825,Pura2 terjatuh duit lepas tu tanye ni awak punya duit ke,0,2020-07-10 11:56,0
@ayammcd5309,aahh,0,2020-07-10 13:12,0
@hydracrypcoin7837,Patut la ramai foreigner dtg minta sedekah kat MALAYsia..  Baik sungguh rakyat MALAYsia nih..,0,2020-07-10 14:57,0
@adammdanish1769,Isarb sye pun nk dan ps4,0,2020-07-10 15:49,0
@ahmadnurjaman410,Mantap . ....,0,2020-07-10 17:56,0
@muhammadammar6994,Bagus tu,0,2020-07-11 05:29,0
@azuraabdulwahab8988,1st time tgk ....aku terus subcribe.... Terbaik lahhh...,0,2020-07-11 18:25,0
@rahmatshah4877,"Bro last tu nice sngat,, dia paling bagus taniah semua orng malaysia terbaik",0,2020-07-11 06:33,0
@Jacq_Kiko,Banyak orang baik. Sedihnyaaaaaa,0,2020-07-11 08:41,0
@journalism7615,Terbaik abam tentera laut tu,0,2020-07-11 08:59,0
@ngdiana6431,Ada perkara yg di lihat baik tapi disebaliknya sedang merakam kisah hidup kita akan datang... Saya takut dgn pujian dan takut dgn ujian dari Allah yg saya xmampu nak hadapi...... hidup dgn melakun kan sesuatu dan menjadi kan sedekah sebagai permainan amat berbahaya sbb takut satu hari nanti akan terbalik kpd diri sendiri.........,0,2020-07-11 10:05,0
@AngahFamily89,Pernah lalui macam nie.. dalam wallet ada berapa ringgit je...sekali datang hamba allah ckap kak ada duit tak nak beli makanan....dalam hati allah aku pun ada berapa je nie ni tapi bagi jugak sebab tak sampai hati....beberapa hari lepas tu rezeki tak dijangka smpai...memang betul la sedekah tu sebaik baik amal,0,2020-07-11 12:19,0
@hensinkimura1269,Mmg bodoh dn brlagak Isa ni,0,2020-07-11 14:39,0
@eyramyra2036,"Jangan kita menilai org lain yg x nk bagi sedekah tu.. Its not their fault, sometimes they x nak ditipu bcz well u know, ramai org ada duit but still minta sedekah sbb malas nk kerja. Saya pernah kena depan mata yess RIGHT IN FRONT OF MY EYES.. Time tu i kerja jadi cashier sementara kat supermarket while tunggu naik skola balik and masa rehat nk gi makan kat luar, there is one guy Chinese minta duit makan and i give him RM5 and u know what, after habis makan, i lalu depan KFC near my workplace and i saw that guy buy KFC and bring botol air jenis TUPPERWARE .. I kerja pon, x dpt makan KFC bcz nk save duit buat bayar yuran sekolah. This shows why most people x nak beri sedekah bukan disebabkan kedekut or x nk kongsi rezeki. Kalau ditipu sekali, boleh tahan lagi. Kalau berkali2, siapa je tahan. But if someone minta duit depan2, i x sampai hati even though parents or friends kata org tu menipu, i hulur juga walaupun singgit dua sbb i juga susah but that doesn't mean i x boleh sedekah langsung.. Its not a bad things to sedekah but hati2 jangan bagi penipu kat luar sana tu teruskan minta sedekah and jadikan org lain mangsa mereka. 😊",0,2020-07-13 13:33,0
@afirulrollfirol1518,Bagus lah abang ni...,0,2020-07-13 14:04,0
@medstuvwxyz5897,mr beast malaysia,0,2020-07-16 05:49,0
@anisnazri3154,👍👍,0,2020-07-15 17:23,0
@harithnasir9795,"Aku pun selalu je prank2 org ni seronok2. Memang jadi.



 Cuma beza dia aku takde duit nak kasi balik hahahhahahahah",0,2020-07-15 03:14,0
@maisarahabdhamid4525,"dik,..murahnya hati awK. boleh tak awk beri sumbangan utk persekolahan anak2 akak",0,2020-07-15 03:24,0
@rubashiyneesutha8965,How to become like u bro teach us pls,0,2020-07-15 03:32,0
@asagirigen7863,"Isarb shah tu macam pernah nampak dalam studio lain,

Team Buat Hal kot",0,2020-07-15 07:48,0
@syahidanman3347,Nak mintak bantuan please,0,2020-07-15 13:18,0
@ridzamuda6120,Skrg Ni bnyk penipu..  tu org buat xtau.  Kita bnyk sngt pemurah tu pendatang Pon Suka duduk malaysia.. apa2 Pon ikhlas diri masing2,0,2020-07-15 17:09,0
@probizjaya4172,"Shah minta pinjam batal la,eksperimen ni sedekah kan",0,2020-07-15 17:40,0
@nurshazleenidris2904,Semoga luas rezeki Korang..doakan suami sy diluaskan rezeki jugak..pkp ni buah kurang..gaji pun kurang..huhu..,0,2020-07-15 02:26,0
@prtfoxsurvivalgamers6285,aku pun memerlukan bantuan juga ni,0,2020-07-15 17:42,0
@christinayena5582,Steady sarawak,0,2020-07-16 00:17,0
@umarmuhaimin1483,BANG GIVE AWAY DRONE BANG,0,2020-07-16 00:58,0
@kogilavenimunusamy6119,First time seeing your videos. Your channel really made my day👍🏻May God bless your pure heart man,0,2020-07-16 01:15,0
@aryatichannel6899,Semoga Allah selalu memberikan rizki yang lebih buat isa,0,2020-07-16 03:30,0
@anonsxd1056,GoodJobGuys,0,2020-07-16 04:21,0
@deanjohn7917,"Abg ISA isarb🙋🏻
Macam mana nak jd success mcm abg..yee..😉",0,2020-07-15 02:40,0
@harizzwan8073,Navien smpai takreti apa. Ada patut dia cakap dompet ada kat kereta. Kalau aku pon xkan bagi,0,2020-07-14 23:49,0
@singagurunsaharah7860,ALLAHU AKBAR,0,2020-07-13 15:23,0
@muqriamzar9604,"Laki pakai baju biru tu menipu,dia dari awal dah usha isarb shah ada duit berlambak",0,2020-07-14 07:39,0
@kumar7255,Bagus,0,2020-07-13 17:41,0
@nikzu288,"Ni jujur dari aku.. aku dh lama tgk video2 isa isarb...tp aku mls nk subscribe.. sorry bro..bulan x suke.. tp aku ni pelik .kalau channel tu usik hati aku utk subscribe je, aku akan subscribe.. lepas tgk video ni... Aku SUBSCRIBE siap tekan loceng wey... Aku support video ko bro ...",0,2020-07-13 19:15,0
@muhammadikhwaniskandar9865,"Kalau aku jadi isa isarb ni kn... Aku buat benda yg sama jugak tau...😂😅 Sebb kita ni manusia biasa jugak semua sama allah ciptakan tp kita je yg tak sedar masa depa kita ni mcm mna, jadi hidup di dunia ni perlukan rezeki jadi bila da rezeki tu kita ambik jgn tak ambik ok...🙌",0,2020-07-14 01:32,0
@ishakurban6543,Minit 9.14 & 10.56 org baju biru,0,2020-07-14 05:11,0
@echahmasron8852,Dik tadi ada bgtau iklan UTK buat pelaburan tu mana link dia sy berminat,0,2020-07-14 06:27,0
@hishamtahir948,Tu pasal cina suka deal dgn melayu... Kah kah kah,0,2020-07-14 06:57,0
@shilaazma3113,Macam mr.beast,0,2020-07-14 07:43,0
@Harrz-ui7jx,Isarb pnah org ckp muka ko ade iras MKBHD,0,2020-07-14 21:43,0
@WAHABSYAHRANICHANNEL,mantap sangat your conten very nice,0,2020-07-14 08:07,0
@ejoyzainuddin6229,Terbaik brother dua orang tu.. 👍👍👍,0,2020-07-14 09:56,0
@nickyminaj8364,Yeahhh asal sarawak saya pun sama,0,2020-07-14 10:06,0
@wellfredd2672,Proud to be sarawakian...,0,2020-07-14 13:58,0
@masturaaina_2085,"respect sgt isa isarb 🤟 congrats bro, you did it well. for me boleh bgi lebih kat bro yg last tu sbb dia nampak ikhlas plus nak tlg hantar balik lagi. n yg lain tolong semua juga ikhlas sangat. salute 👏👍",0,2020-07-14 14:10,0
@syukranburokk7379,Isa isarb ni memang kaya eh,0,2020-07-14 14:34,0
@User00up,Niru baim wong indonesia,0,2020-07-10 08:52,0
@User00up,Niru baim wong indonesiaaa,0,2020-07-10 08:52,0
@nupusiahchannel7435,Aku just nak bagi pendapat la kat ko.klw betul nak bagi kat org tu bagila dekat org yg xmampu,0,2020-07-10 08:50,0
@shamsung4995,Terbaik bro,0,2020-07-07 02:56,0
@Jek651,😭😭😭😭😭😭😭😭😭😭😭,0,2020-07-06 12:44,0
@johnymalaysian7187,Mana dia dapat duit banyak tu ye? Kerja apa? Nak jugak haha,0,2020-07-06 15:43,0
@qaidirfansyari6091,Beli la aqluran,0,2020-07-06 16:50,0
@rajiabdulghafur5440,Maasyaa Allah bestnya,0,2020-07-06 17:03,0
@ecahrose9267,Rsa mcm syok plk dgaq isa isarb ckp😂😂,0,2020-07-06 17:36,0
@umirasyafika2075,Nak sangat jumpa isa ni semoga isa dipermurahkan rezeki selalu,0,2020-07-06 20:36,0
@nicholesnicknubie5068,Tak buat conten Kat Sabah ke,0,2020-07-07 03:03,0
@ahmadfaizal1756,Baguslah kau bro..aku pun mcm2 usaha kerja bagi anak bini makan..doakan aku murah rezeki bro,0,2020-07-06 10:21,0
@韩泽-o3v,Pengemis.. Tapi bukan miskin..,0,2020-07-07 04:03,0
@韩泽-o3v,"Maybank  110032263675
Wong Suk Yee",0,2020-07-07 04:03,1
@martminzz2351,Sumpah wehh aku sedih teharu tengok video ni... keluar air mata jantang aku bro... memang terbaik video ni... semoga jadi iktibar bagi masyarakat malaysia...,0,2020-07-07 06:21,0
@dausjasman9472,Terbaik bro,0,2020-07-07 07:00,0
@SueAnn0699,Congrats 😭👍🏻👍🏻👍🏻,0,2020-07-07 07:32,0
@naturalworld3754,Jarang aku nampak org sabah serawak ni kedekut ...,0,2020-07-07 09:30,0
@haney9226,"Sorry bukan nk ckp laki prmpuan ke cmne. Apa y aku perhati kt Malaysia ni , mmg ramai y ignore orag susah. Mindset diorg lebih kepada budak y minta duit tu penipu. Better korga cri makcik2 susah . Diorg lebih lembut hti. Minta kt laki ni keras hti n sombog sikit.",0,2020-07-06 12:43,0
@malisaalbert1727,Do the best,0,2020-07-06 06:46,0
@rotijohn3488,"subscriber baru.
moga segalanya dipermudahkan.",0,2020-07-09 23:41,0
@mankejora2channel114,"TerBaik Pd Team² Abg👍🏼👍🏼 Mohon Tunjuk ajar Bang🙏🏼🙏🏼 Sila Singgah ke Channel Sy,Angan² nk Jd Sama mcm Abg..🎭®️",0,2020-07-05 15:55,0
@syahiryusoff1158,"jjur la ak ckp .. sblm nie mmg ak bnci ko isa sbb ko mcm menunjuk sgt yg ko berduit.. tp lepas ak tgk vdeo2 ko yg tolong org susah, ak ase trbukak hati untk subscribe chanel ko.. hahahahaha.. terbaik la isarb clan.. kipidap bro..",0,2020-07-05 07:10,0
@fatinuddinleziah3636,Asalamualaikum datang lah sabah hulur bantuan .. Banyak yg memerlukan social experiment kmu d sini d samping tue kmu juga akan tau betapa susahnya kehidupan org sabah d sini ..,0,2020-07-05 07:33,0
@Shinomiyarin2408,Restore faith in humanity,0,2020-07-05 08:34,0
@nursyafikah1963,Best video korang buat. Kipidap,0,2020-07-05 12:09,0
@aliphamey5956,Sbb tu la warga asing berlumba2 mtak sedekah sbb rakyat Malaysia ni pemurah x kira bangsa ape ko tgk cina tu bgi je bila mitak..,0,2020-07-05 15:19,0
@damia5532,Saya asal Kelantan,0,2020-07-05 15:30,0
@lovecat1419,"jap nak tanya, baju ade tulis isa tu ,tak kantoi ke?",0,2020-07-05 19:52,0
@sarbenaangelbeti975,nakkkkk bangg,0,2020-07-06 06:20,0
@Itsmeoniey,Bagus do yang nak hntar smpai rumah tu,0,2020-07-05 20:36,0
@ry0usama511,"Kalau mcm aku, bkn xnak prihatin, tpi stgh tu mintak mcm paksa.. Dh kata xda duit still mintak2 kat kita
..Tpi ada ja yg aq msih tlg, ikut keadaan",0,2020-07-05 22:07,0
@khairullimran1758,yg ni nice 😍 .. tabet lu bro 😁,0,2020-07-05 23:43,0
@paktam5699,Terbaik terbaik terbaik,0,2020-07-06 01:37,0
@kimshaton,Harinie Aku bg something..thanks pun tidak...sedih nawwww😅,0,2020-07-06 03:07,0
@indangnurmina9403,Saya pun nak juga,0,2020-07-06 05:08,0
@kishanraj3979,Terbaiklah bro...,0,2020-07-07 12:27,0
@muhammadmindalanu2895,isaa isarb . srs weh sbelom ni aku rasa malas nak subscribe . tapi harini aku tersentuh dngn video kauu . aku dah bnyak kali dah tngok kau . tapi harini tak bnyak . 1 subscribe untuk kau . kalau boleh tkan bnyak bnyak . aku nak subscribe bnyak bnyak tuk kauu wehh 🤧🤧🤧,0,2020-07-07 13:29,0
@AlanAlan-tn6nb,😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😀😀😀😀😀😀😀😊😊😊😊😊😊😊😊😊😊😊😊😊😊,0,2020-07-07 13:33,0
@noraishah956,huhu,0,2020-07-09 10:40,0
@Daniel_Mike,aku suka isa isarb sekarang. Kalau tak dulu challenge ngarut2 sekarang memang aku salute lu la der .Keep it up.,0,2020-07-09 04:16,0
@wulanloveadam5868,Terbaik lah orang asal serawak bantuan orang susah bulan puasa tahun 2020...,0,2020-07-09 04:25,0
@janatunsale5077,Wihhh kesiannyaaa sarawak tu,0,2020-07-09 04:52,0
@anokghanung3673,terbaik bro,0,2020-07-09 06:20,0
@muhamadshahrulnaim766,Tahniah org serawak...,0,2020-07-09 10:20,0
@shashakamelia1737,Eh yg v bts tu kau tengok channel faradyble ke,0,2020-07-09 10:29,0
@norhashimahahmad2457,Jazakallahukhairan katsira,0,2020-07-09 11:19,0
@naddyeillish6568,Terharu,0,2020-07-07 15:09,0
@syuhada8917,"Ada orang potong bawang ke ni 
T-T",0,2020-07-09 12:44,0
@ermamanaf,😭😭😭😭😭😭 ur video always make me cry Isa.,0,2020-07-09 13:57,0
@alwiebampro5992,Terbaik la sosial expriment,0,2020-07-09 15:30,0
@zaakalam464,Aku baik la jugak tapi kalau macam navien dtg.aku lari. Takut hahahahah,0,2020-07-09 18:46,0
@merryyyana2290,Org sarawak mmg baik2 belaka. Cuba kwn ngn dorang sanggup susah senang sama2,0,2020-07-09 18:53,0
@amir_putra,isa..ajar aku pls,0,2020-07-09 18:55,0
@haikal_hkimi,Respect dgn brother TLDM tu👍,0,2020-07-09 03:29,0
@zainiamin4214,Sebak bro tgok video ni..terbaikk Isaisarb..,0,2020-07-09 01:45,0
@RK-zn9dh,Asyik beli camera dulu jeee aduii membazir laaa,0,2020-07-08 15:35,0
@dapurchampion4101,Semoga negara kita sentiasa dirahmati Allah,0,2020-07-08 15:16,0
@kamaruddindin7,👍👍👍,0,2020-07-08 15:10,0
@dapurchampion4101,Nang steady org sarawak,0,2020-07-08 15:09,0
@EstherLuv789,Sketch Boooooo,0,2020-07-08 14:35,0
@finazume2007,isa isarb belanja laa saya moto avantiz satu.. second pon takpa huwaaaa .. saya dah nak masuk f6 tapi takda transport moto rumah saya semua rosakk .. huwaaaa isa😭😭😭😭😭😭 😭😭😭😭 saya nak avantizz 🙁 dah request kat mak .. mak ckap ‘ ingat duit tu rumput pakai cabut ka ! ‘ helpp helpp nak avantizz,0,2020-07-08 11:30,0
@mdsyazwan1212,boleh kah saya nak join,0,2020-07-08 10:16,0
@muhdfaizhakimimuhdfaizhaki1322,nk no abg isa,0,2020-07-08 09:38,0
@khairulsteven3203,Kalaulah abg isa dapat bantu saya alangkah indah dunia😭,0,2020-07-08 06:55,0
@edriancolin491,sultan,0,2020-07-08 04:51,0
@iqbalhakimipadyy7202,Hahahahah kerja sama si bob WRP ka. Hihi,0,2020-07-08 02:55,0
@jessfong1815,Great sharing,0,2020-07-08 01:43,0
@exploremalaysianbeauty484,Woow amazing,0,2020-07-07 19:14,0
@mamaadham4876,Nasip ko bt kt org 2 klu bt kt aku mmg aku bedok ko,0,2020-07-07 18:00,0
@muhamadfarish7893,Moga murah rezeki ko isa,0,2020-07-07 16:11,0
@thegbatman4634,Orang yg baju biru muda ada waktu bagi duit kat sarawakian tu. Last2 dia pun bagi rm5 and got rm50. Shiyal. Korang x rase ke ni scripted?,0,2020-07-16 04:21,0
@muhammadazinuddin4283,Menangis bro aku tengok content kau yang ni,0,2020-07-16 07:12,0
@cyprianumanglouis3746,Thank you Isa Isarb.. Video reality hidup diluar sana sangat sesuai ditunjukkan kpd pljr..khususnya dlm pdp moral sy.. Very meanfull for them.. Good job..!!,0,2020-07-05 04:01,0
@irfandanial6802,Isarb terbaik,0,2020-07-25 02:39,0
@SaltedChoc,Navin need to stop calling himself ‘AKU’ when talking to publics. Mcm gangster la haha,0,2020-07-23 19:47,0
