video_id,user,comment,likes,published_at,reply_count,type,parent_id,comment_clean,polarity,sentiment
4RslhMzDmKs,@Johan-jn6zd,"Sekarang ni harga ayam sekilo$10.50...
Pada hal dua hari lalu$9.50..


*Kenapa Berat ayam semua nya 2 kilo lebih...*
*Kata ayam tak der stok!?*
Tetapi kenapa semuanya besar besar..dan terlalu berat sangat!?

Pelik tetapi itulah hakikatnya...

Aku SOKONG PENUH kerajaan Malaysia sekat eksport bekalan ayam ke luar negara!!!

Selagi belum stabil harga ayam di Malaysia... jangan BENARKAN AYAM DI EKSPORT KE SINGAPORE!!!!

NEGARA MALAYSIA MASIH BELUM CUKUP BEKALAN MAKANAN JANGAN BENARKAN EKSPORT SAYURAN, IKAN DAN JUGAK AYAM.


BIARKAN NEGARA LAIN CARI ALTERNATIF UNTUK RAKYAT MEREKA MAKAN.

KEPERLUAN HARIAN UNTUK SELURUH RAKYAT MALAYSIA.

JIKA ADA PEHAK YANG CUBA LAKUKAN/ MEMBAWA KELUAR BEKALAN AYAM.TINDAKAN DAN PENDAKWAAN UNDANG UNDANG HENDAKLAH DI LAKUKAN.

TIADA KOMPROMI.",83,2/6/2022 10:41,19,top_level,,ni harga ayam sekilo berat ayam kilo ayam der stok besardan berat pelik hakikatnya sokong penuh kerajaan malaysia sekat eksport bekalan ayam negara selagi stabil harga ayam malaysia benarkan ayam eksport singapore negara malaysia bekalan makanan benarkan eksport sayuran ikan jugak ayam biarkan negara cari alternatif rakyat makan keperluan harian rakyat malaysia pehak lakukan membawa bekalan ayamtindakan pendakwaan undang undang lakukan kompromi,0,Neutral
4RslhMzDmKs,@muhammadmuazbinmokhtar2161,"Saya pensyarah Kolej Vokasional di bawah BPLTV KPM..  Di Malaysia hanya ada 4 KV PERTANIAN REMBAU,  CHENOR, LAHAD DATU DAN TELUK INTAN. Yang terbaru Pasir Putih. Sepatutnya KV PERTANIAN perlu lebih banyak diwujudkan seperti KV teknikal yg lain.",81,2/6/2022 11:07,0,reply,Ugz0JlPhvVktpF7oezB4AaABAg,pensyarah kolej vokasional bpltv kpm malaysia kv pertanian rembau chenor lahad datu teluk intan terbaru pasir putih kv pertanian diwujudkan kv teknikal,0,Neutral
4RslhMzDmKs,@aminjr8212,"Utamakan rakyat Malaysia dahulu, keperluan makanan untuk rakyat marhaen perlu dipertingkatkan demi kelangsungan hidup...",80,3/6/2022 6:42,1,top_level,,utamakan rakyat malaysia keperluan makanan rakyat marhaen dipertingkatkan kelangsungan hidup,0,Neutral
4RslhMzDmKs,@yecly,"Singapore kan kaya, pandai le deme beli dari negara lain. Kenapa nak telan subsidi kita? 

Kesian tak kena tempat. Kita bukan pengeluar ayam utama pun.",76,2/6/2022 10:33,56,top_level,,singapore kaya pandai le deme beli negara telan subsidi kesian kena pengeluar ayam utama,0,Neutral
XR6OO2ScEXU,@decTac,"Malaysians literally, are humble, friendly, introvert, kind and helpful.. They grow up in polite society and brought up by strict civic and religious subjects in the classroom at school and as well as at home and that's why most of them are educated, polite and down to earth..
Can't complain about the weather in Malaysia because it shapes Malaysian oldest rainforests and wildlife animals and their habitats and nature and also that caused plenty of natural resources which are rich and rare on earth.. 
Climate also help people people with many benefits like in house chores like drying clothes etc, buff up your pillow, car wash, drying foodstuffs, textiles cottage industriesor own use like batiks (without using electricity).
The greenery also help in biodiversity and eliminate carbon monoxide and other pollution..
Always grateful and thankful for the tropical climate here.. 🇲🇾🌺♥️🙏",74,4/8/2025 13:06,7,top_level,,malaysians literally humble friendly introvert kind helpful grow polite society bring strict civic religious subject classroom school well home that educate polite earth can complain weather malaysia shape malaysian oldest rainforest wildlife animal habitat nature also cause plenty natural resource rich rare earth climate also help people people many benefit like house chore like dry clothe etc buff pillow car wash dry foodstuff textile cottage industriesor use like batik without use electricity greenery also help biodiversity eliminate carbon monoxide pollution always grateful thankful tropical climate,0.9879,Positive
DJJvt9_6dNE,@Yasin_Affandi,"What a wonderful view. It's always good to hear the pros and cons about living in KL, Malaysia, especially when it comes from the Nomad Capitalist.",66,9/7/2024 12:12,2,top_level,,wonderful view always good hear pro con live kl malaysia especially come nomad capitalist,0.765,Positive
DJJvt9_6dNE,@semsem4035,I have been living and working in this amazing country for more than 8 years and i keep falling in love with it day after day. ❤,66,12/7/2024 0:43,6,top_level,,live work amazing country year keep fall love day day,0.8402,Positive
XR6OO2ScEXU,@lineclear007,One more thing is that asking for tips is not a practice in Malaysia.,65,27/7/2025 11:39,5,top_level,,one thing ask tip practice malaysia,0,Neutral
XR6OO2ScEXU,@ZagiNoa,​@saniman-fz2me He's spreading misinformation. He's a troll.,63,27/7/2025 16:04,0,reply,Ugy8L_jpsYR6A8Up8QZ4AaABAg,fzme he spread misinformation he troll,-0.3182,Negative
DJJvt9_6dNE,@NazKam,"so glad to see malaysia being mentioned more. i used to live in the UK and I dont miss it😂 Most locals enjoy living in KL and malaysia in general, the only problem is lower wage for the locals unless youre in IT / Tech sector",60,9/7/2024 12:45,15,top_level,,glad see malaysia mention use live uk miss local enjoy live kl malaysia general problem lower wage local unless you tech sector,0.1779,Positive
DJJvt9_6dNE,@nickflintoff8077,"I’m a big fan of KL - great people, very safe, very good value, and just big enough to have plenty going on but not so big it’s overwhelming. Traffic can be bad and the humid climate isn’t particularly to my liking but still I would have no hesitation recommending it. I’d happily relocate there myself if the right opportunity came along.",60,9/7/2024 13:08,2,top_level,,I big fan kl great people safe good value big enough plenty go big overwhelm traffic bad humid climate be particularly like still would hesitation recommend I happily relocate right opportunity come along,0.9583,Positive
DJJvt9_6dNE,@PaulBourke1,"I'd have to say I agree. I've lived in KL for about a year as an expat Australian and it's a very livable city. I didn't bother with getting a car, as transport is really cheap and plentiful there. I was fortunate to live in a modern large 3 br apartment right in Sentral. Now I've experienced it, I too will be working on going back and transitioning out of AU and having MYL as my Plan B or C. The locals were nice and friendly and the food choices are amazing. I also found English is widely spoken everywhere, so I had no communication difficulties. And it's so much more cost-effective than SNG.",54,3/9/2024 13:58,1,top_level,,I say agree I live kl year expat australian livable city do bother get car transport really cheap plentiful fortunate live modern large br apartment right sentral I experience work go back transition au myl plan local nice friendly food choice amazing also find english widely speak everywhere communication difficulty much costeffective sng,0.8925,Positive
XR6OO2ScEXU,@JoRich653,I visited Malaysia twice and I was blown away. Malaysia is not considered first world yet it's far beyond the state of crumbling first world countries.,53,1/8/2025 14:31,14,top_level,,visit malaysia twice blow away malaysia consider first world yet far beyond state crumble first world country,0,Neutral
gxCfYO_3trk,@ThisnametaKenny,My grocery bills are less than RM800 a month  for two persons and we got the usual beef chicken pork fish veg etc,52,6/10/2023 15:08,2,top_level,,grocery bill less rm month two person usual beef chicken pork fish veg etc,0,Neutral
XR6OO2ScEXU,@AoiKaze-xt6rk,"Overtourism can be detrimental to social cohesion and safety. You might've seen migrant workers in KL trying to make a quick buck through scams, but they are not Malaysians at all. That's why my Malaysian bros wanna keep their country something of a hidden gem. But still, word keeps getting out because of guys like you 😂. I'm a Singaporean and as someone who has relatives in Melaka and johor, I hope Malaysia don't have too much of an open door immigration policy like my country has now.  MMUA..make Malaysia underrated again.",52,27/7/2025 9:36,7,top_level,,overtourism detrimental social cohesion safety might see migrant worker kl try make quick buck scam malaysians that malaysian bro na keep country something hide gem still word keep get guy like I singaporean someone relative melaka johor hope malaysia much open door immigration policy like country mmuamake malaysia underrated,0.6486,Positive
XR6OO2ScEXU,@mindcache5650,Malls are the go to because; no need to buy. Free Aircon all day .,51,3/10/2025 1:49,0,top_level,,mall go need buy free aircon day,0.5106,Positive
XR6OO2ScEXU,@Zzues,"Great video man. I relocated to Portugal a few years ago and realizing it might not be for me. Might qualify for a visa in Malaysia, but need to come visit and spend a few weeks there or more. I love the sound of English speaking since I have discovered I struggle learning Portuguese like you wouldn't believe. I also want a more modern style so KL sounds amazing, too. My wife loves durian, so I'm a bit worried our place might be full of durian, but nothing's perfect 😂. Thanks again for the nice videos!",51,28/7/2025 12:13,5,top_level,,great man relocate portugal year ago realize might might qualify visa malaysia need come visit spend week love sound english speak since discover struggle learn portuguese like would believe also want modern style kl sound amazing wife love durian I bit worry place might full durian nothing perfect thank nice video,0.8577,Positive
gxCfYO_3trk,@nontasxen6556,"Nice video. I have visited Malaysia several times, 20yrs ago.  The country impressed me. It was a modern, clean and serious country. Also the people were really friendly. Greetings from Greece",50,2/3/2024 23:14,5,top_level,,nice visit malaysia several time yr ago country impress modern clean serious country also people really friendly greeting greece,0.9256,Positive
DJJvt9_6dNE,@tharwatjad9444,"Have you been to Frankfurt main train station? That’s what’s wrong with the west, Europe thinking they’re the most civilized and educated 😅",50,11/7/2024 4:08,0,reply,UgwwERQxKRyLiJL8WY54AaABAg,frankfurt main train station that what wrong west europe think they civilized educate,-0.4767,Negative
DJJvt9_6dNE,@StopNow99,"A very fair view of KL.  We have travelled there many times.  The food and the shopping are a big pull.  The reasonably priced accommodation and travel to other parts of SEA is interesting.  The big thing downside for us, they've been dragging their feet on the MM2H visa - latest version is the mandatory property purchase (cannot sell for 10 years), no PR.",49,9/7/2024 12:20,4,top_level,,fair view kl travel many time food shop big pull reasonably price accommodation travel part sea interesting big thing downside we they drag foot mmh visa late version mandatory property purchase sell year pr,0.34,Positive
DJJvt9_6dNE,@Brendan6910,"Having lived here for 5 years, from Australia i agree its great as mentioned.  One thing recently was the King and his wife wished everyone a happy Christmas, while Australia effectively bans mentioning Christmas now with key football teams no longer mentioning it.   The country is really welcoming, safe, affordable and friendly.",48,15/1/2025 3:02,5,top_level,,live year australia agree great mention one thing recently king wife wish everyone happy christmas australia effectively ban mention christmas key football team long mention country really welcome safe affordable friendly,0.9681,Positive
DJJvt9_6dNE,@Lessingredients,"One of my favorite countries in the world, something there makes you feel you are welcomed. I am glad to see a westerner highlights how the west is not how it's marketed on mainstream media and organizations 
Great video",48,9/7/2024 21:07,0,top_level,,one favorite country world something make feel welcome glad see westerner highlight west market mainstream medium organization great,0.9382,Positive
DJJvt9_6dNE,@Neeper78,I’m going there next week to see if it’s a place I could retire in! Can’t wait.,45,9/7/2024 16:21,9,top_level,,I go next week see place could retire can wait,0,Neutral
XR6OO2ScEXU,@edwardvidgen682,"I appreciate the guy's understated self-deprecating humor. No bug-eyed hysterics, all told in a level-headed manner.
The pros and cons listed all make sense and align with what I've been hearing from acquaintances. Thanks, dude",44,13/9/2025 10:25,1,top_level,,appreciate guy understate selfdeprecate humor bugeye hysteric tell levelheade manner pro con list make sense align I hear acquaintance thank dude,0.743,Positive
8TmWwlrvEDg,@therealyman,"I came to sg for uni over 20 years ago. Starting pay was about 3k back then, and much cheaper rent. Pay increase over the years is somewhat substantial, and saving is easy here. You are right, life is more comfortable here, I enjoy the work ethics here and I doubt I can find better paying jobs in Malaysia or any other countries after factoring in the income tax. Fully paid mortgage and car. No need to worry about anything.",43,26/3/2026 16:20,4,top_level,,come sg uni year ago start pay back much cheap rent pay increase year somewhat substantial save easy right life comfortable enjoy work ethic doubt find well pay job malaysia country factor income tax fully pay mortgage car need worry anything,0.8258,Positive
