clean_review,label
batu cave must see kuala lumpur short trip city center iconic hindu temple complex experience sens climb colorful step rewarded stunning sight cathedral cave intricate shrine tip visit beware monkey bold snatch anything shiny edible keep belonging secure dress modestly shoulder knee covered sarong available rent needed go early beat crowd heat peaceful visit stay hydrated climb steep malaysian sun joke blend spiritual devotion natural beauty vibrant culture truly unforgettable favorite part batucaves kualalumpur malaysiatravel travelasia wanderlust temple lordmurugan adventureawaits cavetemple traveldeeper unesco ipulledamuscleclimbingthesestairs location batu cave selangor malaysia,1
beautiful place sacred temple impressive scenery atmosphere spiritual unique overall great place visit although quite lot garbage along way slightly take away experience,1
visited dark cave missed main one reason pretty nice display hindu regilion cooler inside guess come back another visit real climbing challenge like u head right side main cave left side dark cave need entrance ticket enter,1
top reviewer world disgusting attraction ever rubbish everywhere rat monkey dangerous stair inside cave smell make chuck definitely recommended,-1
clean spacious colorful newly built souvenir shop spacious parking lot inside surprisingly parking fee car cheap rm per entry there entrance fee individual u need wear proper clothing otherwise need wear covered skirt fee recommended bring small fan drink hat streinuous trek stair there cute monkey look u greeted cool breeze big cave reaching top definitely one recommended activity,1
beautiful airy place outskirt kuala lumpur city base cave famous hindu temple historical significance coffee shop food joint visitor savour visiting place two temple side compound colourful stair cave entrance cave old maintained nicely small temple cave well ample parking space place relaxing yet enjoyable scenery place brass golden statue lord biggest attraction point spot,1
despite frequent climb place natural wonder overly exhausting enjoyable hike climb never wanted leave reach top breathtaking view awaits highly recommend anyone passing visit forest go walk,1
parking free limited entrance fee rm malaysian rm foreigner,0
well place happens hiking walking trail yes visit idea driving place especially four hour traffic baffling perhaps meter crowded boardwalk moss overwhelming saw comparable moss hiking trail,0
lovely place need sunny weather inside cloud make even magical mosquito bit chilly take jacket sweater entrance fee rm person trail easy around min need wd go min way recommend book transport advance private driver book tour probably find grab take walking really possible road sidewalk several km,1
mossy forest also known cloud forest type high altitude tropical subtropical forest characterized consistent heavy layer cloud cover mist high humidity unique environment creates ideal condition growth dense carpet moss lichen fern epiphyte plant grow plant cover trunk branch ground forest mossy forest rare fragile ecosystem found tropical subtropical mountainous region around world significant example located southeast asia one well known region mossy forest particularly malaysia cameron highland indonesia philippine sri lanka,0
compare sunny weather raining foggy weather prefer rainy one literally cloud everything look magical obsessed view even though see anything far away view surround already made amazed hope heaven look like think rain better bring raincoat need pay rm disposable raincoat,1
wanting come ever since saw poster many year back except wanted hike quite surprised find trail bunch wooden step fun walking clicking pic every corner ticket price rather high though rm per person foreigner regardless whether ikad,0
must see cameron highland skipped half day tour package wanted go see forest go nova highland hotel catch transportation go main entrance mossy forest fee rm rm entry fee per head jeep go fulfilled minimum passenger entire boardwalk cover around minute experience cooler weather mossy forest great family avoid weekend place crowded overall enjoyed time,1
trail lasted minute forest lot nature around especially lot moss tree reached viewing tower view breathtaking attached picture view thoroughly enjoyed nature walk pleasant experience highly recommended please note went raining early morning go raining step may slippery careful also wore short cold initially start walking okay also need buy ticket online,1
mossy forest nice stop along highland route walk take minute along wooden boardwalk bit cold early morning quite people atmosphere interesting lot moss greenery worth quick visit area,1
parking free limited entrance fee rm malaysian rm foreigner trail easy walk wooden staircase walkway view top beautiful went without guide get learn history forest plant prepared cold temperature note toilet available,1
visited last day cameron highland checking early drove point detour way back home drive challenging narrow road often meant stop allow car opposite lane squeeze past got ticket office near beginning trail register entering forest walkway plenty sinages informative material mossy forest nice pause learn natural biodiversity place also lookout tower climb soak gorgeous vista mountainside unobstructed degree view platform top canopy think favourite spot cloud rolled forest covered mist feel dampness droplet water entire hike take hour fun easy one path clearly laid great activity mark end long weekend cameron highland,0
great experience walkway damaged certain part step equal length also jeep ride adventure front door swinging open,1
misty forest area currently closed temporarily starting october notice forestry department put sign barrier due safety concern ongoing restriction cameron highland forest reserve better check update coming still beautiful place accessible right,0
necessary purchase entry ticket online site ticket counter unavailable weather pleasantly cool boardwalk entry fee rm per person include access hiking trail driving quite challenging due narrow road experience worthwhile nature enthusiast,0
stunning view top trail n brings gon na leave breathless pay attention ticket reach top mossy forest rented scooter guy parking lot take picture plate instantly send policeman nearby leave scooter bottom main road beginning trail,1
nice place visit visiting cameron highland course popular among tourist therefore visiting place lot tourist still sufficient time worth visit,1
cloud forest tree mostly covered moss many tourist get rimmed tour bring people see properly come beginning end day tour tour cloud hence suggestion still pretty scenic though,1
mossy forest cameron highland magical misty escape mosscovered tree cool air unique flora like pitcher plant dream nature lover photographer boardwalk trail easy follow offer stunning view lush otherworldly landscape however get bit crowded time especially tour group arrive going early good idea want quieter experience despite still well worth visit remember respect environment place delicate deserves preserved must visit cameron highland love outdoors,1
loved magical vibe mossy forest unique experience cameron highland rm fee foreigner feel bit high short walk,1
rm per person usually hv take package rm person x entrance ticket short min walk max,0
beautiful misty mossy forest information panel describing plant characteristic english malay personally think trip interesting guided tour road trip went ramhdan day early morning many people enjoy nature flower bird trail easy stair difficult older people long one knee problem big deal seen many eldery manage walk part track entry ticket rm need tour agency bring entrance van cost rm driving car car blocked guard intersection reach entrance would advise driving even without regulation road horrible overall great trip combined visit boh tea plantation,1
wonderful place worth visiting entrance ticket ringgit car go road well heart must strong,1
beautiful go tour allowed explore tour showed u kind plant including orchid carnivorous plant different medicinal plant also showed u lot gorgeous view point,1
unless get guide trek inside forest properly show explain thing actually worth considering also price paid pretty unprepared one day cameron highland got x driver rm p front nova hotel usually gather basically drove u spot collected entrance fee cash rm p foreigner let u walk wooden boardwalk min return walk mossy forest highlight area considering farm attraction strawberry bee cactus etc interest u rather family kid could skipped cameron highland entirely,0
journey quite trying especially suffering rather severe bout food poisoning worth definite must visit area boardwalk make way easier move around compared came child crowded perhaps malaysian sch holiday ended also weekday,0
mossy forest natural site pleasant visit plan hike jungle simple walk reaching top spot car better explain reach mossy forest via car straight top spot marked mossy forest boardwalk map alternatively follow road walking starting point bee factory arrival mossy forest take hour route provides wonderful sight enjoy top pay ringgit walk along wooden brigde meter jungle really worth mossy forest boardwalk map wish experience full hiking experience reach mossy forest via jungle another path forementioned identified number map difficult track requires kind preparation keep mind may find sign warning path blocked advise taking route confident enough handle need good stamen hiking boot insect spay track experience also recommet said track recently rained follow path advise go back via road one mentioned previous section covered also car completing entire ring,1
visited mossy forest early march kid aged made halfway elevated boardwalk turning back kid tired tour guide brought u x road forest quite rugged narrow view inside amazing weather perfect forest blanketed moss fern looked magical even saw pitcher plant,1
got lucky normal route maintenance opened alternative route maintenance route go forest tourist climb steep hill step log rock exciting tour people like never went hiking,1
great way explore cloud forest great view pitcher plant flora growing naturally get experience natural cloud forest like without needing hack forest knife bird life loud,1
great experience must visit place going cameron highland reach car hire land rover tour guide entrance ticket mossy trail rm malaysian different rate foreign tourist recommended place visit,1
beautiful place truly one kind experience thing consider inaccessible grab get tour operator overcharge entry forest rm per head little steep considering less km hike going walk suggest mentally preparing steep incline car manage good experience overall,1
way bad little narrow steep normal car able driven parking space limited went weekday traffic parking issue ticket local rm adult rm kid international visitor rm bridge built visitor able cross destroy moss beautiful mossy forest inside cloud lucky able spot critter,-1
totally recommend dependent weather course beautiful dense forrest interesting local say need tour x get easily get scooter either way want exceptional experience guidence way use discover cameron travel tour amazing reasonable price rm entry,1
best place cameron highland went morning route steep tricky part indeed scary luckily driving suv ok however view along route super way better tea plantation view compared normal tourist spot forest great kind gated step trail made easy people including kid walk explore forest got tower middle trail view superb,1
exploring mossy forest unforgettable adventure lush moss created mesmerizing cinematic effect enveloping scenery dream like atmosphere tranquility humidity made feel like walking cloud heightening sense immersion nature listening attentively sound identifying different plant specie added exciting dimension experience journey along scenic road offered beautiful viewpoint tea farm enhancing overall enjoyment truly remarkable excursion left lasting impression u,1
read many confusing report getting mossy forest hope clear thing deal getting mossy forest december repairing boardwalk go alternate route another section forest muddy uneven bring waterproof shoe drive way forest due roadblock let guide park roadblock walk km steep road rest way recommend told allowed people hire driver guide hotel get one way nova highland hotel carpark ringits total two u included necessary permit possibly high side great would missed lot plant interesting information forest tour took hour half stopped look tea plantation way well worth bit disappointed boardwalk open,0
mesmerising experience everyone must visit place lifetime,1
nice boardwalk go rest forest without tour guide booked beforehand ringgit per person cash qr code tourist coming make sure bring cash,1
mossy forest captivating destination visitor experience charm lush moss covered forest even exercise regularly find trail easy enjoyable ideal spot sightseeing immersing nature,1
yesterday without explanation guide guided area advertised tour seen first meter park looked nice mossy paid rm extra besides tour cost foreigner loud tour talked loudly kid whined cried guide lot explaining like ruined atmosphere listen jungle pro tip good foot mind bit adventure better also want listen jungle see today trail starting tanah rata ended power maintenance station close cameron highland resort saw great mossy forest enjoyed completely including listening siamang monkey voice distance place video sound remark trail see difference,0
beautiful mysterious forest x jeep hired best decision made sure whether drive local driver guide amazingly knowledgeable guy could point exotic plant forest info everything else feb mossy forest entry rate local rm person rm adult foreigner driver also stopped vehicle admonish group visitor stopped side trail picking delicate moss side mountain explained moss survive weather outside area plus immeasurable damage done moss picked board walk trek take quick hour complete might take photo enthusiastic person like forest amazing mysteriously half shrouded cloud earning name garden cloud nice bit first timer know driving mossy forest unless driving pick truck wd x use vehicle climb treacherous road normal car experience problem along way pay minimal fee rm k towing mention inconveniencing rest visitor trail line could cause jam last hour one normal van reportedly tire loosing air find sharp stone embedded personally saw sedan went multiple pothole nightmare suspension skidding certain part going holding back x pot hole alarmingly many inch deep foot wide also crack split path way stretch tilting side path also small making navigation hard driver confident handling two way traffic narrow road corner narrow turning sharp drop overall hire x driver bring around less stress damaging car able enjoy whole ride local country way important note try attempt hike possible path dangerous vehicle going plus dangerous drop slippery road time get misty cloudy able see beyond foot local shared story rescue mission made weary hiker hesitate admonish hiking save money experience hiring x around rm per person,1
nice mossy forest able reached within minute using boardwalk located around sea level entrance fee rm adult international walk boardwalk reach first tower good landscape view however proceed trek peak need permit good short family trek young kid self drive towards entrance challenging heap narrow bend fortunately much vehicle went otherwise need super driving skill especially driving non wd drive,1
ticket counter service buy online checking ticket also walk directly road narrow mossy forest entrance come vehicle beware inside mossy forest pathway broken rusty nail exposed handrail shaking,0
touristic obviously short walk forrest okay viewing point km altitude rest standard forest rm per person quiet expensive,0
apparently mossy forest close public july renovation improve tourist safety future time registered hiker allowed use trail order reach entrance mt irau road reach place actually improved compared past safety purpose forestry department allowed wd truck jeep tourist agency reach point spectacular view even entrance open public really recommend place visit,1
view great price seems bit high get trail myr really short however mossy advertised,-1
visited mossy forest april took cab brinchang asked driver wait u also hike park brinchang jungle trail park small nice view great elevation sea level bird explanation local flora also buy drink ticket counter,1
get strongly advised use x service booked one start nova hotel took minute get journey quite adventurous enter park easy many stair need carry daughter lol wahhh crazy serious good time place beautiful regret transportation company staff super friendly generous best try search mr rama never disappointed quite talented capturing photo highly recommended,1
apparently forest accessible hire one wheel drive hiked spoken rudely driver local guide forbidding u even walk ridge came step leading mossy forest maintainence closed till july rude local closed attraction warrant star rating pleasant cloud descend u chilling tree long descent,-1
wonderful view top cold well go morning around avoid traffic also crowd nicely done boardwalk explanation slippery due moss step careful every step overall beautiful experience,1
lush forest filled kind moss walk took buying ticket bit hassle due weak internet connection,0
