video_url,text
https://www.youtube.com/watch?v=S2NDPhOeSfI,"What a masterpiece clip, beautiful places exceptionally filmed and elegantly narrated. Great job. Congrats from Italy"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I love going Malaysia, always loved when i go there"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"The “god help me” gondola  omg I laughed so much through this clip. Thank you for putting everything together, this is brilliant! (This will definitely be our next holiday now ?)"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Your videos are just the best! We love watching travel vlogs and have always adored your sense of humor more than anything. I appreciate that you share these videos with us. The quality is top-notch!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Another amazing, beautifully shot (and funny - I so enjoy your dry humour! ) video, thank you! ??"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Welcome to Malaysia. What a wonderful video. Hope that you have had a good time and a pleasant stay.
https://www.youtube.com/watch?v=S2NDPhOeSfI,I love your calm patient well paced English way of explaining everything thank you  super helpful for our upcoming trip
https://www.youtube.com/watch?v=S2NDPhOeSfI,Positive vloggers are what we need in the world. Like karl watson and jumping places
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I was just watching your vid when you guys visited Finland, and now you’re in my country. Hope you had a good time!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Loved it. Thank you so much for sharing . What I apreciate as much as the content, is the fact that, although you are there, you never make this about YOU."
https://www.youtube.com/watch?v=S2NDPhOeSfI,Fantastic video mate. These are always so well made
https://www.youtube.com/watch?v=S2NDPhOeSfI,Before we travel we always check to see your videos as they are truly among the best. Thank you for taking your time to do these. Much respect and appreciation
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Very interesting vlog.  We had not seen Malaysia before like this and it looks very nice.  Your guide to Vietnam prompted us to visit and we did, so now we have Malaysia on our list.  Many thanks."
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thanks for sharing this amazing vlog of Malaysia & I was very impressed of those beautiful skyscraper buildings there which looks very nice!
https://www.youtube.com/watch?v=S2NDPhOeSfI,Loved your commentary and the way you've made this entire video with specifics and details
https://www.youtube.com/watch?v=S2NDPhOeSfI,"this vid! Great information, and LOL several times. Great work, thank you!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Magnificent narration and videography! I loved it. Excited about my trip to malaysia in two weeks.
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Welcome to Malaysia truly Asia good food, people beautiful beach, skyscrapers & others, Msian likes to lepak Mamak drink Teh Tarik Jom joining Malaysian ????????"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Love your videos, I like how you genuinely show the place and provide information and guidance to help and inspire your viewers"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Absolutely stunning!! I love Malaysia? I’m definitely coming back for a 2nd visit
https://www.youtube.com/watch?v=S2NDPhOeSfI,"your shots, editing & humor makes these videos fly by so quickly, SO well done! The seamen-wordplay while describing the durian taste, omg hahaha"
https://www.youtube.com/watch?v=S2NDPhOeSfI,I get so excited when you release new videos and always save them for my favorite time of the week — my quiet Sunday morning! This video did not disappoint! Thank you for sharing.
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thank you for another beautiful informative vlogs as always. Your Vietnam vlog inspired us to explore some places there. Looking forward to Malay Fun.
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Another easy to watch, but super informative video. Have been to KL, but your video makes me want to return, and do some more exploring."
https://www.youtube.com/watch?v=S2NDPhOeSfI,Excellent job mate! Thanks for making this video exist!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Love your vlog, very detailed & featured places we always like to bring our overseas visitors when they come visit us. Thks for loving Malaysia & look forward to your next vlog"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Its really interesting to view your videos from the perspective of having travelled the actual country rather than watching it wishing i was there. I think i enjoyed it more seeing the places i'd been again with fond memories
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I've been to Malaysia 7 times with my recent visit last month. Seen Langkawi, Penang and obviously KL but there are so many places that you haven't explored yet. The country is seriously amazing"
https://www.youtube.com/watch?v=S2NDPhOeSfI,What an amazing vlog… first time I have seen your channel… instantly subscribed… we are travelling to Malaysia in April 2025 for 8 days.. before heading to Thailand for Songkran and you have pretty much planned our itinerary… thank you
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Superb video as always - your videos make me want to visit, immediately!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Love your presentation of my lovely country. Wished you have more depth and have a better grasp our rich and colourful culture of Malay, Chinese, Indian, Kadazan, Iban and others. Thank you."
https://www.youtube.com/watch?v=S2NDPhOeSfI,"As always another great video!  Your videos are truly my favorite ones on YouTube, well done"
https://www.youtube.com/watch?v=S2NDPhOeSfI,The best vlog ever. It deserve a like and a sub
https://www.youtube.com/watch?v=S2NDPhOeSfI,Love the Neil Patrick Harris part.  The mannequin in the display did actually look like him a bit.  Too funny
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I love your sense of humor! :D
Glad that you enjoy Malaysia! Try the Borneo part of Malaysia on your next visit =)"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I have been to Langkawi and KL 
Beautiful people and awesome city ..

The Malaysian are the best people on earth"
https://www.youtube.com/watch?v=S2NDPhOeSfI,This video is very valuable! I love the map indications on the bottom right corner at the beginning. Thank you
https://www.youtube.com/watch?v=S2NDPhOeSfI,most documentary like yt video i hv ever seen no rush and i love it
https://www.youtube.com/watch?v=S2NDPhOeSfI,Very helpful travel log. Thank you!
https://www.youtube.com/watch?v=S2NDPhOeSfI,This video is amazing! The content is very well explained and straight to the point. The way you present it is excellent. Congratulations on the clarity and for sharing such valuable knowledge! Looking forward to more content like this.
https://www.youtube.com/watch?v=S2NDPhOeSfI,NICE MALAYSIA   ITINERARY
https://www.youtube.com/watch?v=S2NDPhOeSfI,Excellent and stunning video. Thank you for an interesting and informative video.
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Such a well put together video You cover all the must see attractions in Kuala Lumpur, Cameron Highland, Langkawi and Penang. Good job"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Ohhhh yes yes yes let’s go!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Wow, just stumbled on your story, I have spent many years travelling to Malaysia and have some friends interested in checking it out. You absolutely nailed it, awesome format, I'm hooked. Great Job."
https://www.youtube.com/watch?v=S2NDPhOeSfI,It’s great to see your travel blogs in 4k quality
https://www.youtube.com/watch?v=S2NDPhOeSfI,Cool that you were able to stay there for a month!  What an awesome experience
https://www.youtube.com/watch?v=S2NDPhOeSfI,laughed so much during this video love your humour! And it seems like Malaysia comes on to my bucket list
https://www.youtube.com/watch?v=S2NDPhOeSfI,The music is brilliant. Your voice is brilliant. The videoing is some of the best I've seen to date.  And I'm only  1min .15 secs in to your vlog.
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thanks Paul and Chiaki for another amazing tour! Never thought Malaysia would be this wonderful. Added this to our list.  bri & noi
https://www.youtube.com/watch?v=S2NDPhOeSfI,"A big thank you to you, for allowing us to travel in your country and in other countries, to make us know different cultures, to make us dream.... Thank you sincerely for this magnificent and rich sharing!!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thanks for another lovely video! You humor is refreshing :)
https://www.youtube.com/watch?v=S2NDPhOeSfI,Very interesting and very helpful video to plan a trip to Malaysia. Also beautifully shot with all the details we need to know. Thank you so much
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Very well filmed, narrated and a great selection of  the highlights in Malaysia. I appreciate that you added the locations and general prices. Following you from now on"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thank you for your beautiful video ????
https://www.youtube.com/watch?v=S2NDPhOeSfI,YEYY A NEW TRAVEL VLOG!!!
https://www.youtube.com/watch?v=S2NDPhOeSfI,Hope you have enjoyed your stay in malaysia and found malaysia top 10 nations to visit and travelled with great value.
https://www.youtube.com/watch?v=S2NDPhOeSfI,Nice video! Can't wait to see more!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I born and live in Kuala Lumpur, Malaysia and went to all the places. Nice video btw"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Oh how I’ve missed watching these
https://www.youtube.com/watch?v=S2NDPhOeSfI,Great shots...bravo
https://www.youtube.com/watch?v=S2NDPhOeSfI,Wow amazing  thanks for introduce Malaysia beautiful place to the world . Great job
https://www.youtube.com/watch?v=S2NDPhOeSfI,My day is made. Another video from you guys.
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thank you so much! Very helpful to preparing route to visit Malaysia. Wish you good health. God bless you.
https://www.youtube.com/watch?v=S2NDPhOeSfI,Your videos are amazing as always!
https://www.youtube.com/watch?v=S2NDPhOeSfI,fantastic and informative video! thank you
https://www.youtube.com/watch?v=S2NDPhOeSfI,Good and clear vid. Well done!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Fantastic job, this is one of the best videos I've seen on this topic"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Brilliant work. Superb video and your commentary is spot on. A great voice and pace make this video a joy to watch.  Picked up some great points for our visit and a few months.
https://www.youtube.com/watch?v=S2NDPhOeSfI,It's nicely done especially with British accent!
https://www.youtube.com/watch?v=S2NDPhOeSfI,Love the british humour narration....very well done video
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thank you very much on the sharing … lovely
https://www.youtube.com/watch?v=S2NDPhOeSfI,Excellent as usual!
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thanks so much for the detailed information
https://www.youtube.com/watch?v=S2NDPhOeSfI,I love ? Malaysia ???? Definitely going back again
https://www.youtube.com/watch?v=S2NDPhOeSfI,Thank you for sharing this
https://www.youtube.com/watch?v=S2NDPhOeSfI,Great camera shots
https://www.youtube.com/watch?v=S2NDPhOeSfI,Planning to visit Malaysia in June for the first time and your video is very informative and helpful. Thank you!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"A very nice video sharing on your trip and experience in Malaysia! If you come to Malaysia again, do visit Sabah and Sarawak in the Borneo Island! There are so much to see and explore there !"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Love Malaysia, breathtaking scenery."
https://www.youtube.com/watch?v=S2NDPhOeSfI,Fantastic Video. I Like It. Malaysia ???? Really Beautiful & Green.
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Nice video,  welcome to Malaysia ????"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"What a vividly refreshing easy going vlog!! 
 from Penang!!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Amazing!! I'm going for 6 weeks this upcoming January and will lean in on this information. Thank You So Much!!
https://www.youtube.com/watch?v=S2NDPhOeSfI,"Nice video, some good tips. Should have done more research before I went to KL for sure"
https://www.youtube.com/watch?v=S2NDPhOeSfI,So professionally and beautifully video. Thanks.
