place_url,review_text
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is more than a tourist attraction; it is a place of deep spiritual and cultural significance. The climb up the 272 colourful steps is both challenging and meaningful, symbolising faith, patience, and devotion. At the top, the Temple Cave offers a sense of calm and fulfilment. During Thaipusam, the entire stairway comes alive with powerful chants, rituals, and unwavering devotion, creating an atmosphere that is intense, humbling, and unforgettable. Visiting Batu Caves leaves a lasting impression of belief, endurance, and tradition.A must visit place for every Hindus worldwide..."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Had a great feel when i visit this place with my family. Divine as well as scenic nature, beautifully constructed temple on the caves makes more attractive. Colourful steps to reach the top  motivates you to climb up easily. Overall it's a fantastic experience for us"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,My years of li uing to visit this temple was fulfilled . Place is filled with devotion. Especially the thaipusam days are marvelous. I was able to witness the pray of devotee who was carrying the kavadi for thanking his wishes. Well maintained place and renovation is really good so vibrant
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"A beautiful place and an exceptional experience. Be ready to climb a lot of stairs — it’s tiring, but totally worth it.

Honestly, it’s a unique experience. The cave from the inside is stunning, and the statues, the art, and the historical atmosphere there make the place truly amazing."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Surreal environment, unbelievably close to such a big city as KL. The environment is lively, full of food and shops. Flags, flowers and incenses lights up in every corner of this place. Lots of hungry monkeys to pay attention to. The entrance is free!"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,Good tourist attractions. We happened to go at the busiest time of the year so we couldn't climb the stairs there were too many worshipers. Avoid that time of the year not sure if the religion follows the regular calendar if so we went on 1st February.
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Such a gorgeous place! The first sighting of the enormous Murugan statue with 272 steps leading to the temple is an experience worth having!
The climb is mid level difficult and done in about 15-20 minutes depending on your fitness level. The caves with flying bats and the naughty monkeys that are all over makes for a unique sight."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Great place to explore. Abit crowded when i visited and best to bring umbrella, place is too hot. Monkeys and pigeons can be found anywhere. Stairs going up is to high, best not to climb if you have seniors accommpanied. Cafes, food kiosks and shops are also available."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Visiting Batu Caves was honestly one of the most beautiful and unforgettable spiritual experiences of my life.

The moment you reach the entrance, the first thing that leaves you speechless is the massive golden statue of **Murugan** standing tall and majestic. The statue looks so powerful and divine that you automatically fold your hands in prayer. Seeing it in person feels completely different from photos — it’s grand, glowing, and full of positive energy.

Climbing the colorful steps up to the caves is such a unique experience. With every step, the view gets better, the breeze feels fresh, and the limestone caves look absolutely stunning. Inside, the natural rock formations, temples, and peaceful atmosphere make you feel calm and spiritually connected. It’s not just a temple visit — it feels like nature and devotion coming together beautifully.

What touched my heart the most was the warmth of the Malaysian Tamil people. They are so kind, respectful, and deeply devoted. The love they have for Murugan and their culture is truly inspiring. I honestly felt at home there. Their hospitality, smiles, and strong spiritual vibe made the whole place even more special. I have so much love and respect for the Malaysian Tamil community ❤️

Batu Caves is not just a tourist spot — it’s an emotion, a spiritual journey, and a place filled with faith and beauty. If you ever visit Malaysia, this temple is a must-see. You’ll come back with peace in your heart and memories for a lifetime.

Highly recommended for everyone 🙏✨"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Came to see the Batu caves but stayed to watch the monkeys and animals. While the cave formations and sculptures are all very cool, found more entertainment in the flocks of pigeons, groups of monkeys and the reptile cave.
The Batu caves are a free attraction but to go down into the Cave Villa is $10MYR. It was a much better usage of time and energy going down as opposed to climbing all the stairs to go to the top.  Got to see a lot more of the sculptures underground, as well as the reptile cave.
If you do plan on visiting make sure to wear clothes that cover your knees and shoulders, and some good walking shoes as the steps are quite steep and there is a lot of uneven ground."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"The scenery and atmosphere is definitely worth checking out - with the stairs being a good way to burn off some of that tourist fat and otw down you can buy yourself some sweets (to keep the cycle going) 😂.

On a serious note, the cave itself is marvellous, and the religious alters of Hinduism and their dedication to worshipping are astonishing and inspiring to see.

Btw - BEWARE OF THE MONKEYS - they be snatching food left and right. A funny sight if you’re not the one being targeted 🙂."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"I had such a great time visiting Batu Caves! 🤩 The atmosphere was really lively, and there were so many interesting cultural sights to take in.🚶‍♀️ If you're looking for a place rich in culture, this is definitely it. The architecture is stunning. ✨ I highly recommend checking it out! 👍"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"A truly unforgettable cultural, divine & natural landmark;

Batu Caves is one of the most fascinating places I’ve visited in Kuala Lumpur. The moment you see the gigantic golden statue of Lord Murugan and the colourful 272 steps, you know you’re in for something special — it’s incredibly photogenic and unique.  ￼

Climbing up the steps might be a bit of a workout in the tropical heat, but the views and atmosphere at the top are totally worth it. Inside the main cave, the cooler, calmer temple space offers a really special cultural and spiritual experience that’s quite humbling.  ￼

A few tips if you go:
• Arrive early to avoid crowds and heat — mornings are the best time for photos and a more peaceful visit.  ￼
• Be mindful of the monkeys roaming around — they’re exciting to watch but keep belongings secure!  ￼

What I enjoyed most was how Batu Caves blends natural beauty, spiritual energy, and vibrant culture all in one place — a must-visit when you’re in Kuala Lumpur! 🇲🇾"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"The view is truly breathtaking. The inside of the cave is very captivating. Be careful with the monkeys — they love stealing your belongings.

The only issue was the cleanliness and the smell. There was a strong odor of urine and feces, probably due to the high number of monkeys. I believe the place would be much more beautiful if more attention were given to cleaning and maintenance.

The stairs can be tiring. Other than the cleanliness and the smell, it was a very beautiful place."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"This place is well known, and if you’re traveling to Malaysia, you must visit it. Enjoy the natural surroundings, see the massive Buddha statue, and climb nearly 300 steps to explore the cave. It’s an amazing experience full of fun and adventure."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Based upon a recommendation from a friend, my wife and headed to the Batu caves early in the morning to escape the chaos of tour groups and tourists. It was a wonderful suggestion. While we were not the first people there, it was close and our experience was quiet, peaceful, and pleasant. We had great views of Kuala Lumpur, the freedom to explore the limestone cave temple complex without battling crowds, and the macaques, which have a reputation for harassing tourists, were no where to be seen."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,Took the commuter train to get here with my girlfriend. Great place to appreciate their religion. Was doubtful I would be able to climb up the stairs but you can if you pace yourself. I even have a companion with me to keep me from being alone 😅
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"A wonderful cave turned into a religious temple. A must visit if you are around Kuala Lumpur and even if you are not religious. Very touristic and highly packed with people during weekends. The Ramana caves were also nice which talks about the whole ramayana story for that you need to get a ticket. Apart from that the whole Batu caves is completely free to entry.

Even the vegetarian restaurant there was pretty good."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"A must visit for everyone who travels to Kuala Lumpur.
Caves that had been transformed into a beautiful temple and home of cute but naughty little monkeys.
But I highly recommend to visit it in the early morning, we've been there at 8:45 AM and the moment we were about to leave it was suddenly very crowded.
And be careful about the stairs, they are very steep and maybe for some people very exhausting. For going down I recommend to use the handrails."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,I’m not a religious person but this place is visually stunning-so much colour and vibrancy. I didn’t feel the need to pay the extra and see the other caves and that was the right choice for me. Nice climb up the steps into the main cave. Transport out there on the train was very easy and straightforward. Definitely a must see if in KL
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is one of the most impressive places to visit near Kuala Lumpur and, remarkably, the main attraction is completely free to enter because it is still an active Hindu temple.

The famous rainbow staircase has 272 steps leading up to the main cave, and while the climb can be a bit of a workout in the heat, the reward at the top is worth it. Inside the cave you find an enormous limestone cavern with temples built directly into the rock. The scale of the cave is hard to capture in photos and the atmosphere is very unique.

The site itself is fascinating, colourful and full of life. Monkeys roam around the steps and temple areas, which adds to the experience but also means you need to keep an eye on your belongings.

One thing visitors should be aware of is that around the train station and entrance area there are people trying to guide tourists toward paid attractions and “special caves.” The main temple cave is free, so if you simply walk toward the giant golden statue and the main staircase you will reach the real attraction.

Overall, Batu Caves is well worth visiting. It is an extraordinary natural cavern combined with an important religious site and offers one of the most memorable experiences in the Kuala Lumpur area."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"It was our first time visiting a Hindu temple, and it was truly impressive. I had heard that it was before a major festival, and there might be two million people visiting next week. Even now, it was quite crowded. There were numerous vendors lining both sides of the temple. As we climbed the stairs, we spotted several monkeys.

All the tour guidebooks had recommended it as a must-visit site, and we’re glad we came!"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"I have been to Batu Caves every visit back home and I just love it. To enter you have to pay RM3 for parking (cars).

There's a total of 272 steps to take you right to the top of the cave. Inside you will have the temple. The interesting features is the colorful steps and the view from the top.

We went on a Saturday evening this time and the view was just amazing."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Located at Gua Lepak, Batu Caves. Uncovered hidden gems, great starting point for anyone new to via ferrata and zipline. It builds confidence in a safe and fun way before progressing to more difficult and higher routes. A must-try for beginners. My love for via ferrata unlocked here. With beautiful scenery, expert and pro, encouraging, friendly guides plus mesmerizing drone pics and vids you won't regret it with FZ Climb Via Ferrata Batu Caves!"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Sacred Hindu temples inside the caves makes you feel Devine in Malaysia. There are couple of temples in the base also. Please mind that there is a dress code to enter the temple via stairs.
Also there are so many veg restaurants and souvenir shops. It's mostly crowded"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Well it’s a Temple so definitely 5 star ! Watch out Malaysia series on our YouTube channel name is :
“KP TRAVEL TALES” . Only issue was Lord Murgan statue which was under restoration when we visited so that one thing left to see. There are more then 260 steps that you need to climb in order to enter the main cave ! But it was great !! Definitely a place to visit when you In Malaysia"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is a really impressive place and definitely worth a visit if you’re in Kuala Lumpur. The area is well kept and the huge statue and colorful stairs make it very unique. There are lots of monkeys around, which makes the visit even more interesting (just watch your belongings!). You’ll also find many food and drink vendors nearby, so it’s easy to grab a snack. Entry to the main temple cave is free, which is great. There’s also another cave you can visit for 10 ringgit if you want to explore more. Overall, a beautiful and lively place with a great atmosphere."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Visited Batu Caves in Malaysia, and it was a truly memorable experience. The climb up the colorful steps was very enjoyable and energizing, with a vibrant atmosphere all around. Once at the top, the sight from the hill was absolutely beautiful, offering great views and a refreshing sense of calm.

The caves themselves are mesmerizing, with their massive limestone formations creating a majestic and spiritual ambiance. The blend of natural beauty, cultural significance, and scenic views makes Batu Caves a must-visit attraction. It’s a wonderful place for sightseeing, photography, and experiencing Malaysia’s heritage all in one visit."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"A profound and must-visit site, especially for Hindus. The historical cave temple is a powerful spiritual experience. Admission is free, but plan your transport wisely. A Grab car to get here is affordable, but returning can cost double due to limited availability. My strong advice: arrive early by train for the easiest access, or book your return Grab ride well in advance to lock in a better rate.
I hope Malaysian tourism board should spend some money to maintain this place."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"One of the top tourist places in KL. You can reach this place in Kommuter train from KL sentral. Train frequency may vary based on the day that you travel. You can also grab for 40 mins from city center. Check the temple open times before you plan. During the month of January it may be crowded due to Thai Poosam festival. It has steep steps so be prepared to burn your calories. Once you reach the Top of the hill it will be a Divine place. Highly recommended. Plenty of parking available. Few meters away from train station. Entrance is free. Lot of monkeys are there, so keep your items safe."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,It was about 40 min train ride from KL Sentral and the place is just next to the Batu Cave station. It’s a beautiful sight and a key tourist attraction in KL. It was super hot during the day so you need have sufficient amount of water to get hydrated.
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"The Dark caves hasn't opened post pandemic so it is just now a visit to lord Murugan temple. It's very crowded and lots of people persuading visitors to buy this or that.

The charm of visiting this place was a visit to the UNESCO World Heritage site of Dark cave. Which isn't happening anymore."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Great place to visit for its vibrancy, colour and people. We didn’t do the 270 or so stairs to the top, but there was enough to see on the ground. Only 3 minutes walk from the exit of railway station. Note that no shoes are to be worn in the temples. Enjoy."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is a famous limestone hill and Hindu temple complex located just north of Kuala Lumpur, Malaysia. It is best known for its massive golden statue of Lord Murugan and the 272 colorful steps leading to the main cave temple. The site is an important religious destination, especially during the Thaipusam festival, and is also a popular tourist attraction for its natural caves, shrines, and panoramic views."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"When thinking of Malaysia and Kuala Lumpur, the image of the Batu Caves immediately comes to mind. What a joy it was to actually visit this religious Hindu temple.

Even if you are a foreigner, you can still visit this place for free easily. Just make sure that knees and shoulders are covered. If not, you need to buy or rent a scarf or similar.

There are many monkeys, be aware. Just don't get close to them, don't feed them or don't smile to them. Or they might bite.

Definitely try to come before 8AM, it is so worth it. It is not crowded and not hot.

Easy to come here by Grab, return it costed me less than 40 RMB.

When visiting Kuala Lumpur, don't miss this place!"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Largest Vishnu Murti with other temples of Hindu Deity (Shiva, Ganesha, Hanuman). Climb approx 245 stairs to enter the cave and immerse the beauty of the culture. There are many places to shop (although expensive) and food outlets. In Malaysia, this is MUST place to go and gain the beauty!"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves were an experience in what can go wrong when a natural wonder is used for commercial purposes. Walking up to the site we saw lots of rubbish about, which was disappointing. On arrival we witnessed what is like a dishevelled 1970's theme park with the largest number of tourists we had seen in KL in one place. The super sized sculptures were great and the cheeky Monkeys pinching food and scooting about were a laugh 😃. Walking up the 270 odd steps to the main caves was great exercise and looking up at the limestone formations once at the top was wonderful. Although far from a spiritual experience it was another one of those quirky KL attractions to experience and decide for yourselves. In saying all of this, I am glad we went, 😃."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is a very beautiful and colorful place. The temple area and the giant statue are really impressive. Even though there were a lot of people when we visited (mostly Indian families and pilgrims, probably because of a religious period), we still managed to take some very beautiful photos.

I also got a lovely henna design on my hand for a good price, which was a nice experience.

That said, some areas were quite dirty and there were unpleasant smells in certain spots. I also felt uncomfortable at times because of some persistent stares from a few men, even though I was dressed respectfully for the place.

Some areas require you to remove your shoes. Personally, I chose not to enter those sections because the ground did not seem clean enough to walk barefoot.

Regarding touts, we didn’t have any problems because we were aware of it beforehand and simply ignored the people calling out to us.

We didn’t have any problems with the monkeys because we didn’t feed them and kept our distance — just be careful and hold your belongings properly.

One tip: if you visit during a busy period, don’t order a Grab directly from the Batu Caves pickup point. We did and it took almost an hour just to get out of the entrance traffic. It’s better to walk a bit away from the caves before booking a ride.

Overall, it’s a very nice place to see, just be prepared for crowds."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is a great place to visit if you’re in Kuala Lumpur. The colorful stairs are eye-catching, and the huge golden statue at the entrance is really impressive in person.

The climb can be a bit tiring, especially during the day, but it’s totally worth it once you reach the top. The cave and temple area feel unique and full of character. Just keep an eye on your belongings because the monkeys around the stairs can be quite cheeky.

It’s best to come early in the morning to avoid the heat and crowds. Overall, a memorable spot and definitely worth a visit."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,Very nice place and very significant to hindu belief. I did toom afew steps on the stairs but came back. To weather and time I was there was hot and close to noon time. Lots og monkey around so watch out for these pick pockets. Dont feed them.
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves is an important religious and cultural site, and I respect its significance to the local community. However, as a visitor, I felt that some of the recent construction and lighting inside the caves does not blend well with the natural limestone environment. The bright LED lighting and concrete structures take away from the natural beauty and atmosphere of the cave. With more thoughtful design and softer lighting, this place could better preserve its natural charm while still serving its religious purpose."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,Was a pretty average experience and very underwelming especially inside the caves. The whole place smells quite a bit and there is a lot of trash everywhere. All the steps up didnt seem to bad. Very touristy but we didnt have to much problem with to many people as we went real early. Lots of better things to do in KL
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"The site is beautiful, and the colorful stairs are an iconic Kuala Lumpur landmark. We visited during a religious festival; arriving at 9 AM meant avoiding the worst crowds, but it got very packed by the time we left. The main square was swarming with pigeons and covered in droppings, making the idea of entering the temple barefoot (as some were doing) quite disgusting. While the view from the bottom is stunning, the actual cave at the top is underwhelming. I felt quite nauseous inside due to the smell—devotees were carrying milk on their heads as offerings, and the scent of sour milk was everywhere. Honestly, the climb in the sweltering heat isn't worth it for what’s at the top."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"If you love nature, adventure, history, and animals, Batu Caves is definitely worth visiting. We traveled there using the KTM Komuter (Seremban Line), which was cheap, fast, clean, and comfortable.

Once we exited the KTM station and headed toward Batu Caves, we were approached by promoters from a nearby cave attraction. Many visitors were guided in that direction, and we initially thought it was the main entrance to Batu Caves. There was a small fee of RM30 per person, which seemed reasonable at the time, so we entered. However, we later realized that this attraction is not the actual Batu Caves, and it was not worth it for us.

Tip for first-time visitors:

Ignore the promoters and walk straight toward the main Batu Caves entrance, even if you see construction along the way. You’ll know you’re in the right place when you see a large crowd, pigeons, and monkeys near the iconic entrance.

The views and scenery at Batu Caves are beautiful and impressive. However, the smell from the animals especially monkeys and birds can be unpleasant at times. Wearing a face mask can help if you’re sensitive to odors.

Lastly, come prepared:
- Wear sunscreen
- Bring an umbrella or water bottle.
- Do not wear shorts. Long pants or long skirts are required to enter the temple area, or you may have to pay extra for cover-ups especially for women.

Overall, it was a great experience, and we hope these tips help you enjoy your visit even more. Hope you have a wonderful time at Batu Caves"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"It is worth making the trip to Batu Caves, but it's about ~30 minute visit. The first thing to be advised of is when you approach the caves, there are a couple of ""official"" looking individuals waving you to go left, which is actually a different ""cave"" that charges an entrance fee (Ramayana Cave). You reach Batu Caves if you walk straight a couple of minutes. Please be aware of the modest dress code to enter the caves, and the steps aren't bad if you're moderately in shape."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"The trash is overwhelming. The smell of poop is terrible. This temple is honestly the most disgusting place I’ve ever been. We went early around 7am to miss the crowds. Save yourself the time don’t go. Outside around the temple smells worse. Actually gag I think it was genuine human poop somewhere.

If you walk up those steps barefoot, I’ll say a prayer for your feet. Trust me, the trash is everywhere. When you get to the top, guess what as gross as the bottom. Don’t go if you’re sensitive to smells."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Batu Caves, formed approximately 400 million years ago, are one of the holiest Hindu sites outside of India. They are famous for their 272 colorful steps (we climbed them 😎) and the enormous, 43-meter-high golden statue of the god Murugan. The whole thing is impressive; you feel so small compared to the vastness of everything around you. It's definitely worth a visit, and it's worth dedicating a day to exploring this beautiful place."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"A must visit while visiting here in Malaysia. Entrance is free for the most part except when going inside some of the caves. Of course the statue and steps are the highlight of this attraction. Be mindful that it does get super busy, it’s very humid and hot especially in the summer, steps can be slippery especially inside the cave, & monkeys & birds are everywhere. Make sure you dress appropriately (covered up and breathable)."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Have to visit once in life time for Thai poosam. Great vibe. Pure devotional & cultural mix.

We visit in the early morning, so not much crowded.  Local train is a best option to travel."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"This is a very famous site and it was quite a hike up the stairs into the cave but I was underwhelmed by the whole visit.

I’m not saying you shouldn’t visit but I was expecting more as I have visited many similar places and they really should do a better job at maintaining the site."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Currently the tall statue is under renovation

Batu Caves is a very famous Hindu temple and tourist spot in Kuala Lumpur, Malaysia.

Simple explanation:

⛰️ It is a limestone hill with a huge cave temple inside.
🪔 The entrance has a big golden statue of Lord Murugan (one of the tallest in the world).
🪜 You must climb 272 colourful steps to reach the main cave.
🕉️ It’s an important religious place for Hindus and also a popular sightseeing location.

People visit for prayers, photography, and the amazing cave view."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Easy to get to, but crowded with people and monkeys. Be careful with your bags and mobile phones as these monkeys are very quick and skilled at snatching your belongings. There are also many pigeons; wear a face mask to protect against the smell and germs from pigeon droppings. The cave is cool and comfortable inside, perfect for exploring."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Great place. Welll worth a visit, despite or perhaps because of all the steps. Knee length shorts seem to be ok for men, despite notices to contrary. Caves are free although visitors are herded (ushered) to Ramayana cave, if you arrive by train. See separate entry for Ramayana Cave."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"When arrived, they will direct you round to the left to pay RM15 entrance fee to go inside some cave.
But the actual highlight was the colourful stairs leading up to the cave on top. This is FREE! Just turn right as you came in from the drop off point and keep going to the front section of the temple until you find the giant statue and the colourful stairs 🌈🥰"
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Its a big cave, if youve ever been to a cave its one of those, just bigger one. Women need to cover the legs so if you dont have pants it costs 15 for a scarf, you get to keep it. Otherwise the caves are free but the temples are not. There is a lot of stairs and extreme heat. The most fun part about this is the monkeys, this place is a bit overhyped if you ask me but its free though so all you have to pay is the trip there. All that said unless youre into hindu temples i would say its not worth the time."
https://maps.app.goo.gl/sws8cpK7E1f77P1y6,"Go early in the morning between 7am to 9am during the weekdays as weekends are always super busy with a lot of tourists.1. You beat the crowds and the tour buses 🚌 2. If you are visiting  early you avoid being in the intense heat so the time of year is also important. Try to visit March through July ( Jan -Feb is very busy with massive crowds for the Thaipusam Festival) 3.Dress code for women must cover their knees and shoulders no open cleavage etc, and if you forget you can buy or rent sarongs at the entrance.4. It’s easy to get to by Grab / Taxi or you can take the KTM train that drops you off directly at bath Caves.

Now for the POV: What a wonderful experience… nothing I would have thought of it being. It looks simple at first but then you continue to walk through you realize you are somewhere different,as you embrace all the different colors of the rainbow, you see Monkeys 🐒 everywhere that aided to the experience. The area is enriched with spiritual culture. I believe I saw 4 smaller temples walking around but the Temple you see walking up 272 stairs is the cherry 🍒 on top. Once you collect your breath it’s taken away again at the beautiful structure & architecture. It’s hard to believe it was once done years and years ago by hand but done beautifully to withstand the test of time. It was a privilege to be able to experience this beautiful place I have a few videos and pics to share on google but if you want to see a full video you can visit my travel YouTube channel AdventuresIntoLaLaLand@youtube
I hope this helps someone as they venture to see Batu Caves as well 😊"
